Regular Timestamp,Timestamp (Number),Distance (cm)
17:25:36.985,62736.985423,38.27
17:25:36.991,62736.991522,37.85
17:25:36.997,62736.997538,38.29
17:25:37.003,62737.003772,38.21
17:25:37.009,62737.009666,38.23
17:25:37.015,62737.015569,38.28
17:25:37.022,62737.022254,38.05
17:25:37.028,62737.028244,38.28
17:25:37.034,62737.03477,38.25
17:25:37.136,62737.13684,-1715.03
17:25:37.142,62737.14242,38.23
17:25:37.147,62737.147779,38.26
17:25:37.153,62737.153179,38.24
17:25:37.158,62737.15897,38.29
17:25:37.165,62737.165158,39.57
17:25:37.170,62737.171147,38.23
17:25:37.177,62737.177644,38.51
17:25:37.183,62737.183654,38.99
17:25:37.190,62737.190377,40.52
17:25:37.196,62737.196925,37.88
17:25:37.202,62737.202817,38.26
17:25:37.208,62737.209047,37.83
17:25:37.214,62737.214878,37.84
17:25:37.220,62737.220966,37.81
17:25:37.226,62737.226934,37.84
17:25:37.233,62737.23392,38.21
17:25:37.241,62737.24116,53.34
17:25:37.254,62737.254669,6.06
17:25:37.260,62737.260781,38.24
17:25:37.266,62737.266797,38.31
17:25:37.272,62737.272961,38.25
17:25:37.278,62737.278997,38.26
17:25:37.284,62737.285059,38.24
17:25:37.291,62737.291503,38.25
17:25:37.297,62737.298109,38.26
17:25:37.303,62737.303997,38.28
17:25:37.309,62737.309989,37.83
17:25:37.315,62737.315962,38.26
17:25:37.322,62737.32266,38.24
17:25:37.329,62737.329608,38.25
17:25:37.336,62737.337022,38.22
17:25:37.344,62737.344346,37.85
17:25:37.351,62737.351678,38.28
17:25:37.358,62737.358824,38.26
17:25:37.365,62737.365219,38.25
17:25:37.372,62737.372892,38.23
17:25:37.379,62737.379804,38.28
17:25:37.386,62737.387055,37.89
17:25:37.394,62737.39425,39.04
17:25:37.401,62737.401533,38.29
17:25:37.408,62737.408778,37.8
17:25:37.415,62737.415584,37.38
17:25:37.422,62737.422188,38.12
17:25:37.428,62737.428833,38.25
17:25:37.435,62737.435723,38.21
17:25:37.442,62737.442666,38.25
17:25:37.449,62737.449976,38.29
17:25:37.456,62737.456526,38.24
17:25:37.462,62737.463041,38.28
17:25:37.469,62737.469998,38.26
17:25:37.476,62737.476845,37.85
17:25:37.484,62737.484343,37.87
17:25:37.490,62737.491003,37.92
17:25:37.496,62737.497081,38.3
17:25:37.502,62737.502977,38.24
17:25:37.508,62737.508813,37.84
17:25:37.514,62737.514667,38.29
17:25:37.520,62737.520589,38.27
17:25:37.526,62737.526398,38.28
17:25:37.532,62737.532511,39.56
17:25:37.538,62737.53849,38.26
17:25:37.544,62737.544384,38.22
17:25:37.550,62737.550408,38.21
17:25:37.555,62737.556023,37.87
17:25:37.561,62737.56165,38.24
17:25:37.567,62737.567332,38.23
17:25:37.573,62737.57334,38.28
17:25:37.579,62737.579275,38.25
17:25:37.585,62737.585164,38.29
17:25:37.591,62737.591107,37.87
17:25:37.596,62737.596827,37.84
17:25:37.602,62737.602419,37.86
17:25:37.608,62737.60815,38.28
17:25:37.613,62737.613985,38.22
17:25:37.619,62737.61991,38.31
17:25:37.625,62737.625883,37.84
17:25:37.631,62737.631879,38.28
17:25:37.637,62737.637634,38.29
17:25:37.643,62737.643344,37.78
17:25:37.648,62737.649057,38.26
17:25:37.654,62737.654667,38.3
17:25:37.660,62737.660516,37.8
17:25:37.666,62737.666782,38.24
17:25:37.672,62737.67277,37.89
17:25:37.678,62737.678324,38.24
17:25:37.683,62737.683962,38.49
17:25:37.689,62737.689611,38.3
17:25:37.695,62737.695398,38.25
17:25:37.701,62737.701423,37.81
17:25:37.707,62737.707301,38.28
17:25:37.713,62737.713256,37.83
17:25:37.719,62737.719612,37.79
17:25:37.725,62737.725244,37.81
17:25:37.730,62737.731029,37.85
17:25:37.736,62737.73715,38.27
17:25:37.743,62737.743515,38.25
17:25:37.749,62737.749801,37.8
17:25:37.755,62737.755721,37.83
17:25:37.761,62737.761474,37.82
17:25:37.767,62737.767178,37.85
17:25:37.772,62737.772992,37.89
17:25:37.778,62737.778605,38.26
17:25:37.784,62737.784552,38.21
17:25:37.790,62737.790568,38.26
17:25:37.796,62737.796174,37.81
17:25:37.801,62737.801936,37.83
17:25:37.807,62737.807788,38.23
17:25:37.813,62737.813794,38.28
17:25:37.819,62737.819813,37.85
17:25:37.825,62737.825803,38.24
17:25:37.831,62737.831692,38.24
17:25:37.837,62737.837317,38.26
17:25:37.842,62737.843005,37.84
17:25:37.848,62737.848842,37.82
17:25:37.854,62737.854679,37.83
17:25:37.860,62737.860718,37.84
17:25:37.866,62737.866797,38.27
17:25:37.873,62737.873404,38.26
17:25:37.879,62737.879271,37.82
17:25:37.886,62737.886251,37.86
17:25:37.892,62737.892288,37.83
17:25:37.897,62737.898107,38.26
17:25:37.903,62737.903964,38.29
17:25:37.909,62737.909762,38.28
17:25:37.915,62737.915697,37.85
17:25:37.921,62737.92152,38.27
17:25:37.927,62737.92735,38.24
17:25:37.933,62737.93316,37.85
17:25:37.938,62737.938791,37.82
17:25:37.944,62737.94463,37.81
17:25:37.950,62737.950285,38.3
17:25:37.955,62737.956123,38.24
17:25:37.961,62737.961956,37.85
17:25:37.967,62737.967891,37.83
17:25:37.974,62737.974157,38.24
17:25:37.979,62737.980069,38.25
17:25:37.985,62737.985703,38.27
17:25:37.991,62737.991349,38.23
17:25:37.997,62737.997172,37.85
17:25:38.003,62738.003185,38.24
17:25:38.008,62738.009211,38.28
17:25:38.015,62738.015498,37.83
17:25:38.021,62738.021789,37.87
17:25:38.027,62738.027646,38.25
17:25:38.033,62738.033322,37.85
17:25:38.038,62738.039118,39.56
17:25:38.044,62738.044922,37.81
17:25:38.051,62738.051556,37.85
17:25:38.057,62738.057544,38.24
17:25:38.063,62738.063146,37.84
17:25:38.068,62738.069077,37.85
17:25:38.074,62738.074902,38.26
17:25:38.080,62738.080727,37.84
17:25:38.086,62738.086978,38.26
17:25:38.092,62738.092672,38.21
17:25:38.098,62738.098278,37.82
17:25:38.103,62738.10405,37.81
17:25:38.109,62738.109989,37.84
17:25:38.115,62738.115915,37.88
17:25:38.121,62738.121737,37.82
17:25:38.127,62738.12761,38.28
17:25:38.133,62738.133314,37.8
17:25:38.138,62738.139014,37.86
17:25:38.145,62738.145782,37.83
17:25:38.151,62738.151683,37.83
17:25:38.157,62738.157577,38.26
17:25:38.163,62738.164015,38.29
17:25:38.169,62738.16976,37.83
17:25:38.175,62738.175543,37.82
17:25:38.181,62738.181333,38.27
17:25:38.187,62738.187376,37.82
17:25:38.193,62738.193359,38.24
17:25:38.199,62738.199327,37.85
17:25:38.204,62738.205002,37.84
17:25:38.210,62738.211001,38.23
17:25:38.216,62738.216826,38.22
17:25:38.222,62738.222751,37.85
17:25:38.229,62738.229183,37.83
17:25:38.234,62738.234762,37.81
17:25:38.240,62738.240331,37.83
17:25:38.245,62738.245926,38.21
17:25:38.251,62738.251477,37.83
17:25:38.257,62738.257328,38.28
17:25:38.263,62738.263221,38.28
17:25:38.268,62738.269077,38.26
17:25:38.274,62738.275075,38.25
17:25:38.281,62738.281364,37.82
17:25:38.287,62738.287407,37.82
17:25:38.293,62738.293667,37.85
17:25:38.299,62738.299536,37.89
17:25:38.305,62738.305395,37.82
17:25:38.311,62738.311233,37.85
17:25:38.316,62738.317053,37.84
17:25:38.322,62738.323013,37.81
17:25:38.328,62738.328974,38.27
17:25:38.334,62738.335029,37.84
17:25:38.341,62738.341187,38.24
17:25:38.347,62738.34716,37.84
17:25:38.352,62738.35291,35.58
17:25:38.358,62738.358549,38.22
17:25:38.364,62738.364176,37.84
17:25:38.370,62738.370132,37.84
17:25:38.375,62738.376074,38.29
17:25:38.381,62738.381891,38.26
17:25:38.388,62738.388131,37.87
17:25:38.393,62738.393835,38.27
17:25:38.399,62738.399674,38.28
17:25:38.405,62738.405611,37.81
17:25:38.411,62738.411543,37.82
17:25:38.417,62738.417594,38.28
17:25:38.423,62738.423848,37.83
17:25:38.430,62738.430382,37.85
17:25:38.436,62738.436473,37.83
17:25:38.442,62738.44298,37.83
17:25:38.448,62738.448775,38.25
17:25:38.454,62738.454488,37.83
17:25:38.460,62738.460119,38.26
17:25:38.465,62738.465761,37.86
17:25:38.471,62738.47134,37.86
17:25:38.477,62738.477214,38.26
17:25:38.482,62738.483062,37.83
17:25:38.488,62738.489004,37.82
17:25:38.494,62738.494943,37.84
17:25:38.500,62738.501073,37.84
17:25:38.506,62738.506724,37.84
17:25:38.512,62738.512291,37.84
17:25:38.517,62738.517937,38.25
17:25:38.523,62738.523861,38.25
17:25:38.529,62738.529753,37.83
17:25:38.535,62738.535648,37.85
17:25:38.541,62738.541645,37.86
17:25:38.547,62738.547408,37.86
17:25:38.553,62738.553342,37.82
17:25:38.559,62738.559223,38.26
17:25:38.565,62738.565208,38.26
17:25:38.570,62738.570963,37.84
17:25:38.576,62738.576576,37.81
17:25:38.582,62738.582252,38.23
17:25:38.587,62738.58788,37.81
17:25:38.593,62738.593546,37.8
17:25:38.599,62738.599488,37.88
17:25:38.605,62738.605528,38.2
17:25:38.611,62738.61143,38.25
17:25:38.617,62738.617338,37.83
17:25:38.622,62738.622942,37.81
17:25:38.628,62738.628636,37.85
17:25:38.634,62738.634298,37.83
17:25:38.640,62738.640143,37.88
17:25:38.645,62738.645977,38.24
17:25:38.651,62738.6516,37.81
17:25:38.657,62738.657349,38.25
17:25:38.662,62738.662995,37.83
17:25:38.668,62738.668748,38.26
17:25:38.674,62738.674806,37.88
17:25:38.681,62738.681193,37.79
17:25:38.687,62738.687127,37.84
17:25:38.692,62738.693047,37.81
17:25:38.698,62738.698906,37.83
17:25:38.704,62738.704617,38.22
17:25:38.710,62738.710188,38.64
17:25:38.715,62738.715967,37.85
17:25:38.721,62738.721793,37.82
17:25:38.727,62738.727727,37.86
17:25:38.733,62738.733697,38.25
17:25:38.739,62738.739627,38.26
17:25:38.745,62738.745265,38.23
17:25:38.750,62738.751058,38.26
17:25:38.756,62738.757105,37.86
17:25:38.762,62738.762935,38.23
17:25:38.768,62738.768899,37.83
17:25:38.774,62738.774859,37.83
17:25:38.780,62738.780759,37.85
17:25:38.786,62738.78671,37.82
17:25:38.792,62738.792514,37.79
17:25:38.798,62738.798359,37.82
17:25:38.804,62738.804524,37.81
17:25:38.810,62738.811065,37.81
17:25:38.817,62738.817388,38.27
17:25:38.823,62738.823237,39.12
17:25:38.829,62738.829215,37.84
17:25:38.835,62738.835489,38.24
17:25:38.841,62738.841554,37.83
17:25:38.847,62738.847403,37.87
17:25:38.853,62738.853333,37.84
17:25:38.858,62738.859087,37.87
17:25:38.864,62738.864842,37.82
17:25:38.870,62738.870417,37.88
17:25:38.875,62738.875992,37.87
17:25:38.881,62738.881577,37.84
17:25:38.887,62738.887472,38.23
17:25:38.893,62738.89338,37.81
17:25:38.899,62738.899184,37.85
17:25:38.905,62738.905531,38.28
17:25:38.911,62738.911401,37.81
17:25:38.916,62738.91704,38.25
17:25:38.922,62738.922826,37.8
17:25:38.928,62738.928793,37.85
17:25:38.934,62738.934632,37.83
17:25:38.940,62738.940562,37.81
17:25:38.946,62738.946476,38.29
17:25:38.952,62738.952178,38.26
17:25:38.957,62738.95807,38.26
17:25:38.963,62738.964013,38.26
17:25:38.969,62738.969834,37.84
17:25:38.975,62738.975751,37.85
17:25:38.981,62738.981664,37.82
17:25:38.987,62738.987666,37.84
17:25:38.993,62738.993799,37.83
17:25:39.000,62739.000242,37.79
17:25:39.006,62739.006273,38.26
17:25:39.011,62739.012052,38.27
17:25:39.017,62739.017757,37.84
17:25:39.023,62739.023736,37.85
17:25:39.029,62739.029643,37.8
17:25:39.035,62739.035439,37.84
17:25:39.041,62739.041274,38.24
17:25:39.046,62739.046883,37.85
17:25:39.052,62739.052704,37.83
17:25:39.058,62739.058528,37.81
17:25:39.064,62739.06443,37.86
17:25:39.070,62739.070706,37.81
17:25:39.076,62739.076357,39.14
17:25:39.081,62739.081952,37.81
17:25:39.087,62739.087557,38.27
17:25:39.093,62739.093363,37.85
17:25:39.099,62739.0993,37.82
17:25:39.105,62739.105142,37.86
17:25:39.110,62739.111001,37.84
17:25:39.116,62739.116936,37.83
17:25:39.122,62739.122567,38.26
17:25:39.128,62739.128259,37.8
17:25:39.133,62739.134038,37.81
17:25:39.139,62739.139985,38.31
17:25:39.145,62739.14591,37.85
17:25:39.151,62739.152043,37.82
17:25:39.157,62739.157932,38.25
17:25:39.164,62739.164531,38.25
17:25:39.170,62739.170843,37.88
17:25:39.176,62739.176849,37.84
17:25:39.183,62739.183299,37.43
17:25:39.190,62739.190465,37.84
17:25:39.197,62739.197271,38.21
17:25:39.203,62739.204003,37.8
17:25:39.210,62739.210766,37.81
17:25:39.217,62739.217776,37.85
17:25:39.224,62739.225055,37.84
17:25:39.231,62739.232059,37.81
17:25:39.238,62739.238422,37.84
17:25:39.245,62739.245188,37.83
17:25:39.251,62739.251996,37.74
17:25:39.258,62739.258918,37.83
17:25:39.266,62739.266321,37.81
17:25:39.272,62739.272745,37.39
17:25:39.279,62739.27947,37.82
17:25:39.286,62739.286294,37.83
17:25:39.293,62739.293265,37.82
17:25:39.300,62739.300452,37.81
17:25:39.306,62739.306868,37.81
17:25:39.313,62739.313651,37.83
17:25:39.320,62739.320633,37.85
17:25:39.327,62739.327706,37.87
17:25:39.334,62739.334547,37.81
17:25:39.341,62739.34139,37.83
17:25:39.348,62739.348255,37.83
17:25:39.353,62739.354055,37.82
17:25:39.360,62739.360213,37.88
17:25:39.367,62739.367138,37.82
17:25:39.373,62739.37408,38.49
17:25:39.380,62739.380815,37.82
17:25:39.387,62739.387714,37.85
17:25:39.394,62739.394554,37.81
17:25:39.401,62739.401587,37.81
17:25:39.407,62739.408022,37.85
17:25:39.414,62739.414508,38.2
17:25:39.421,62739.421271,37.83
17:25:39.427,62739.427201,37.84
17:25:39.433,62739.433189,37.87
17:25:39.439,62739.439674,37.82
17:25:39.445,62739.445387,37.87
17:25:39.450,62739.451034,37.8
17:25:39.456,62739.456769,38.25
17:25:39.462,62739.462559,37.84
17:25:39.468,62739.468424,37.85
17:25:39.474,62739.474329,37.86
17:25:39.480,62739.480434,37.83
17:25:39.486,62739.486472,37.79
17:25:39.492,62739.492408,37.81
17:25:39.498,62739.498263,37.8
17:25:39.503,62739.504066,37.82
17:25:39.510,62739.510162,38.27
17:25:39.516,62739.516187,38.28
17:25:39.522,62739.522187,39.13
17:25:39.528,62739.528115,37.82
17:25:39.534,62739.534596,37.83
17:25:39.540,62739.540521,37.86
17:25:39.546,62739.546167,37.79
17:25:39.551,62739.551952,37.79
17:25:39.557,62739.557898,37.85
17:25:39.563,62739.563776,37.81
17:25:39.569,62739.569663,37.83
17:25:39.575,62739.575585,37.87
17:25:39.581,62739.581301,38.26
17:25:39.587,62739.587226,37.82
17:25:39.593,62739.59348,37.87
17:25:39.599,62739.59929,37.83
17:25:39.605,62739.605231,37.85
17:25:39.610,62739.610845,37.82
17:25:39.616,62739.616691,38.25
17:25:39.622,62739.62265,38.26
17:25:39.628,62739.628566,37.83
17:25:39.634,62739.634504,37.81
17:25:39.640,62739.64058,37.84
17:25:39.646,62739.64619,37.81
17:25:39.651,62739.651877,37.83
17:25:39.657,62739.658101,38.24
17:25:39.663,62739.664106,38.65
17:25:39.670,62739.670232,37.84
17:25:39.676,62739.676683,37.84
17:25:39.682,62739.682564,38.25
17:25:39.688,62739.688411,37.88
17:25:39.695,62739.695246,37.85
17:25:39.701,62739.701688,38.26
17:25:39.707,62739.707889,37.86
17:25:39.713,62739.713572,23.56
17:25:39.720,62739.720442,37.84
17:25:39.727,62739.727262,37.83
17:25:39.733,62739.733234,37.85
17:25:39.739,62739.739136,38.3
17:25:39.745,62739.745625,37.85
17:25:39.751,62739.752065,37.83
17:25:39.758,62739.75839,37.85
17:25:39.764,62739.765012,37.85
17:25:39.771,62739.77175,37.82
17:25:39.778,62739.778603,37.8
17:25:39.785,62739.785668,38.3
17:25:39.792,62739.792399,37.83
17:25:39.798,62739.798759,37.81
17:25:39.805,62739.805327,37.82
17:25:39.811,62739.812066,37.83
17:25:39.818,62739.818978,37.81
17:25:39.826,62739.826396,37.81
17:25:39.834,62739.834133,37.85
17:25:39.840,62739.841044,37.84
17:25:39.847,62739.847855,37.87
17:25:39.854,62739.854967,37.88
17:25:39.862,62739.862183,37.87
17:25:39.869,62739.869303,37.79
17:25:39.875,62739.87597,37.81
17:25:39.882,62739.882782,34.27
17:25:39.889,62739.889346,37.87
17:25:39.895,62739.89592,37.84
17:25:39.902,62739.902685,37.81
17:25:39.909,62739.909698,38.28
17:25:39.916,62739.916733,38.22
17:25:39.923,62739.923168,37.85
17:25:39.929,62739.929776,37.83
17:25:39.936,62739.936627,37.84
17:25:39.943,62739.943378,37.83
17:25:39.950,62739.950674,37.83
17:25:39.957,62739.957165,37.85
17:25:39.963,62739.963771,37.83
17:25:39.970,62739.970523,37.84
17:25:39.977,62739.977296,37.82
17:25:39.984,62739.984778,37.81
17:25:39.991,62739.99136,38.24
17:25:39.998,62739.998849,37.87
17:25:40.005,62740.005987,38.26
17:25:40.013,62740.013507,37.86
17:25:40.021,62740.021187,37.82
17:25:40.028,62740.028942,37.82
17:25:40.035,62740.036008,37.81
17:25:40.042,62740.043018,37.8
17:25:40.049,62740.05,37.83
17:25:40.056,62740.057029,38.2
17:25:40.064,62740.06417,37.83
17:25:40.070,62740.070911,37.79
17:25:40.076,62740.076742,37.87
17:25:40.083,62740.083651,37.84
17:25:40.090,62740.090933,39.19
17:25:40.098,62740.098364,38.58
17:25:40.105,62740.105587,38.26
17:25:40.111,62740.112077,37.82
17:25:40.118,62740.1187,37.84
17:25:40.125,62740.125536,37.83
17:25:40.132,62740.132492,38.24
17:25:40.139,62740.139639,37.81
17:25:40.146,62740.146174,38.26
17:25:40.152,62740.152696,37.84
17:25:40.159,62740.159455,37.83
17:25:40.166,62740.166285,37.81
17:25:40.172,62740.172925,37.84
17:25:40.179,62740.179667,37.84
17:25:40.186,62740.186884,37.85
17:25:40.192,62740.192784,37.82
17:25:40.198,62740.198873,37.83
17:25:40.205,62740.205742,37.81
17:25:40.212,62740.212379,37.83
17:25:40.218,62740.218842,37.85
17:25:40.225,62740.225372,38.25
17:25:40.231,62740.232132,37.85
17:25:40.238,62740.239138,37.79
17:25:40.246,62740.246379,37.81
17:25:40.252,62740.252932,37.8
17:25:40.259,62740.259372,37.83
17:25:40.265,62740.266091,37.83
17:25:40.272,62740.272924,37.86
17:25:40.279,62740.279777,37.87
17:25:40.286,62740.2867,37.82
17:25:40.293,62740.293262,37.79
17:25:40.299,62740.299993,37.79
17:25:40.305,62740.305862,37.88
17:25:40.312,62740.312328,37.81
17:25:40.317,62740.317978,37.8
17:25:40.323,62740.323541,37.81
17:25:40.329,62740.329232,37.85
17:25:40.335,62740.335549,38.21
17:25:40.341,62740.342058,37.85
17:25:40.347,62740.347995,37.85
17:25:40.353,62740.353838,37.88
17:25:40.371,62740.372074,36.01
17:25:40.378,62740.378104,37.81
17:25:40.383,62740.383694,37.81
17:25:40.389,62740.389327,38.28
17:25:40.394,62740.394946,37.83
17:25:40.400,62740.400939,38.25
17:25:40.406,62740.406806,37.86
17:25:40.412,62740.412771,38.32
17:25:40.418,62740.418684,37.88
17:25:40.424,62740.424406,38.26
17:25:40.429,62740.430064,37.83
17:25:40.435,62740.435758,37.81
17:25:40.441,62740.441652,37.84
17:25:40.447,62740.447775,37.79
17:25:40.453,62740.453616,37.81
17:25:40.459,62740.459504,37.8
17:25:40.466,62740.466228,37.83
17:25:40.471,62740.471966,37.82
17:25:40.478,62740.47825,37.88
17:25:40.484,62740.484618,37.85
17:25:40.490,62740.490386,37.82
17:25:40.496,62740.496091,38.3
17:25:40.501,62740.501666,37.85
17:25:40.507,62740.507408,38.28
17:25:40.513,62740.513326,38.26
17:25:40.519,62740.519263,38.24
17:25:40.525,62740.525277,37.81
17:25:40.531,62740.531169,37.86
17:25:40.537,62740.537141,37.84
17:25:40.542,62740.542794,37.84
17:25:40.548,62740.548581,37.83
17:25:40.554,62740.55448,37.85
17:25:40.560,62740.560455,37.8
17:25:40.566,62740.566797,37.81
17:25:40.572,62740.572474,38.23
17:25:40.578,62740.578095,37.87
17:25:40.583,62740.583691,37.88
17:25:40.589,62740.589492,37.83
17:25:40.595,62740.595383,37.87
17:25:40.601,62740.601453,37.85
17:25:40.607,62740.607905,37.82
17:25:40.613,62740.613715,37.87
17:25:40.619,62740.619516,37.79
17:25:40.625,62740.625563,37.81
17:25:40.631,62740.631366,37.79
17:25:40.637,62740.637285,38.27
17:25:40.643,62740.643461,38.24
17:25:40.649,62740.649561,37.84
17:25:40.655,62740.655672,37.85
17:25:40.661,62740.661715,37.85
17:25:40.667,62740.667298,37.82
17:25:40.672,62740.673124,38.25
17:25:40.678,62740.678901,37.85
17:25:40.684,62740.684977,37.83
17:25:40.690,62740.690983,38.26
17:25:40.697,62740.697318,38.25
17:25:40.703,62740.703239,37.85
17:25:40.708,62740.709028,37.82
17:25:40.714,62740.714574,37.9
17:25:40.720,62740.720421,37.84
17:25:40.726,62740.726236,37.99
17:25:40.732,62740.7323,38.22
17:25:40.738,62740.738759,38.27
17:25:40.745,62740.745137,37.84
17:25:40.750,62740.750762,38.23
17:25:40.756,62740.756395,37.82
17:25:40.762,62740.762189,37.34
17:25:40.768,62740.768123,37.8
17:25:40.773,62740.774038,37.83
17:25:40.780,62740.780542,37.86
17:25:40.786,62740.786816,37.87
17:25:40.792,62740.792925,37.78
17:25:40.798,62740.79884,39.14
17:25:40.805,62740.805459,37.84
17:25:40.818,62740.818945,37.99
17:25:40.824,62740.82506,38.25
17:25:40.830,62740.83106,37.79
17:25:40.837,62740.837119,37.82
17:25:40.843,62740.84336,37.84
17:25:40.849,62740.849335,37.85
17:25:40.854,62740.854956,38.26
17:25:40.861,62740.861128,37.83
17:25:40.866,62740.867065,37.79
17:25:40.872,62740.873099,37.82
17:25:40.879,62740.87934,37.88
17:25:40.884,62740.88502,37.82
17:25:40.890,62740.890632,37.83
17:25:40.896,62740.896153,37.83
17:25:40.901,62740.90207,38.26
17:25:40.907,62740.908013,37.82
17:25:40.913,62740.914059,37.84
17:25:40.920,62740.92077,37.79
17:25:40.926,62740.926657,37.8
17:25:40.932,62740.932248,37.82
17:25:40.937,62740.937789,37.85
17:25:40.943,62740.943758,37.83
17:25:40.949,62740.94975,37.84
17:25:40.955,62740.955937,37.85
17:25:40.961,62740.961762,37.82
17:25:40.967,62740.967597,38.22
17:25:40.973,62740.973901,38.23
17:25:40.979,62740.97961,37.86
17:25:40.985,62740.985879,37.81
17:25:40.991,62740.99203,37.84
17:25:40.997,62740.9979,37.83
17:25:41.003,62741.003647,37.85
17:25:41.009,62741.009428,37.85
17:25:41.015,62741.01537,37.84
17:25:41.021,62741.021347,37.84
17:25:41.027,62741.027224,37.85
17:25:41.033,62741.033209,37.86
17:25:41.038,62741.038806,37.8
17:25:41.044,62741.044374,37.83
17:25:41.053,62741.054086,37.84
17:25:41.060,62741.060183,37.85
17:25:41.066,62741.066209,37.83
17:25:41.072,62741.072194,37.81
17:25:41.077,62741.077885,37.83
17:25:41.083,62741.08364,37.81
17:25:41.089,62741.089586,37.88
17:25:41.095,62741.095737,38.25
17:25:41.102,62741.102103,38.28
17:25:41.107,62741.107722,38.24
17:25:41.113,62741.113362,37.83
17:25:41.119,62741.11914,37.81
17:25:41.125,62741.125531,37.82
17:25:41.131,62741.131371,37.87
17:25:41.138,62741.138241,37.85
17:25:41.144,62741.144338,38.27
17:25:41.150,62741.150181,37.82
17:25:41.156,62741.156163,38.23
17:25:41.162,62741.16235,39.1
17:25:41.168,62741.168359,37.82
17:25:41.174,62741.174131,37.83
17:25:41.179,62741.179961,37.66
17:25:41.185,62741.185595,38.64
17:25:41.191,62741.191356,37.81
17:25:41.197,62741.197326,38.25
17:25:41.203,62741.203438,37.88
17:25:41.209,62741.210008,37.81
17:25:41.220,62741.220926,37.83
17:25:41.226,62741.226818,38.27
17:25:41.232,62741.232775,37.82
17:25:41.238,62741.238781,37.83
17:25:41.244,62741.245069,37.83
17:25:41.250,62741.250723,38.22
17:25:41.256,62741.2564,37.39
17:25:41.262,62741.262213,37.81
17:25:41.268,62741.268127,38.26
17:25:41.273,62741.274032,37.86
17:25:41.280,62741.280578,38.24
17:25:41.286,62741.286849,38.71
17:25:41.292,62741.293085,36.46
17:25:41.299,62741.299357,37.82
17:25:41.305,62741.305318,37.81
17:25:41.311,62741.311124,37.81
17:25:41.317,62741.317399,38.21
17:25:41.323,62741.323178,38.27
17:25:41.328,62741.328963,38.25
17:25:41.334,62741.334552,37.81
