Timestamp, Quality, Angle, Distance, Acceleration X, Acceleration Y, Acceleration Z, Orientation Pitch, Orientation Roll, Orientation Yaw
13.362, 13, 19.39, 247.5, 0.42, 0.44, 0.65, 320.73, 12.29, 48.08
13.394, 13, 21.38, 253.75, 0.55, 0.48, 0.67, 320.77, 12.55, 47.92
13.422, 0, 23.44, 0.0, 0.41, 0.61, 0.65, 320.73, 12.67, 47.87
13.455, 11, 22.38, 259.0, 0.56, 0.49, 0.66, 320.59, 12.62, 47.90
13.488, 9, 25.62, 257.25, 0.51, 0.51, 0.64, 320.47, 12.67, 47.96
13.522, 11, 25.91, 267.0, 0.45, 0.49, 0.65, 320.45, 12.66, 48.09
13.556, 8, 26.78, 274.25, 0.48, 0.50, 0.65, 320.56, 12.66, 48.21
13.590, 15, 56.64, 848.25, 0.44, 0.44, 0.65, 320.49, 12.71, 48.29
13.616, 15, 58.05, 894.25, 0.49, 0.54, 0.66, 320.36, 12.72, 48.36
13.653, 15, 59.36, 946.75, 0.42, 0.47, 0.66, 320.34, 12.59, 48.48
13.682, 15, 60.91, 1012.0, 0.46, 0.50, 0.66, 320.43, 12.40, 48.61
13.712, 15, 62.25, 1084.75, 0.37, 0.53, 0.65, 320.45, 12.24, 48.66
13.746, 15, 63.83, 1056.0, 0.50, 0.49, 0.66, 320.38, 12.25, 48.62
13.781, 15, 65.28, 1046.25, 0.52, 0.50, 0.65, 320.42, 12.32, 48.58
13.816, 15, 66.77, 1034.5, 0.38, 0.47, 0.65, 320.34, 12.19, 48.71
13.848, 15, 107.12, 793.0, 0.47, 0.52, 0.66, 320.26, 12.03, 48.80
13.875, 15, 108.56, 748.75, 0.45, 0.48, 0.64, 320.22, 11.81, 48.98
13.907, 15, 110.31, 707.75, 0.48, 0.49, 0.66, 320.25, 11.42, 49.26
13.943, 15, 111.83, 673.75, 0.55, 0.47, 0.65, 320.30, 11.07, 49.54
13.974, 15, 113.41, 641.25, 0.42, 0.50, 0.66, 320.30, 11.13, 49.58
14.010, 15, 115.16, 613.25, 0.43, 0.46, 0.65, 320.28, 11.31, 49.49
14.036, 15, 116.75, 587.75, 0.49, 0.50, 0.67, 320.24, 11.38, 49.50
14.062, 15, 118.25, 565.0, 0.68, 0.47, 0.68, 320.22, 11.43, 49.53
14.089, 15, 119.94, 545.0, 0.44, 0.45, 0.67, 320.17, 11.34, 49.67
14.119, 11, 214.44, 0.0, 0.53, 0.51, 0.66, 320.09, 11.30, 49.63
14.153, 0, 215.92, 0.0, 0.58, 0.48, 0.65, 320.07, 11.27, 49.64
14.179, 0, 217.42, 0.0, 0.52, 0.49, 0.64, 319.97, 11.17, 49.80
14.214, 0, 218.92, 0.0, 0.48, 0.53, 0.65, 319.93, 11.14, 49.83
14.249, 0, 220.41, 0.0, 0.52, 0.49, 0.64, 319.92, 10.97, 50.00
14.279, 0, 221.91, 0.0, 0.41, 0.50, 0.64, 319.88, 10.54, 50.46
14.311, 0, 223.41, 0.0, 0.35, 0.46, 0.65, 319.81, 9.99, 50.91
14.346, 0, 224.91, 0.0, 0.51, 0.48, 0.65, 319.82, 9.65, 51.20
14.378, 15, 253.22, 1326.5, 0.41, 0.46, 0.64, 319.84, 9.68, 51.26
14.406, 15, 254.75, 1318.5, 0.45, 0.44, 0.66, 319.75, 9.61, 51.41
14.435, 15, 256.31, 1312.5, 0.53, 0.44, 0.64, 319.70, 9.58, 51.45
14.469, 15, 257.66, 1531.0, 0.51, 0.46, 0.65, 319.70, 9.68, 51.47
14.505, 15, 259.16, 1532.75, 0.49, 0.35, 0.64, 319.75, 9.78, 51.52
14.541, 15, 260.66, 1531.0, 0.57, 0.45, 0.66, 319.69, 9.89, 51.50
14.571, 15, 262.17, 1531.0, 0.45, 0.53, 0.66, 319.70, 10.00, 51.50
14.607, 15, 263.62, 1529.0, 0.41, 0.46, 0.65, 319.75, 10.06, 51.54
14.636, 10, 315.19, 283.25, 0.51, 0.48, 0.65, 319.87, 10.03, 51.63
14.667, 10, 316.27, 267.25, 0.43, 0.52, 0.66, 319.98, 10.04, 51.62
14.701, 15, 319.11, 266.25, 0.42, 0.52, 0.66, 319.89, 9.97, 51.76
14.735, 12, 320.86, 261.75, 0.45, 0.49, 0.67, 319.76, 9.89, 51.87
14.769, 7, 321.11, 253.0, 0.46, 0.56, 0.65, 319.82, 9.65, 51.96
14.804, 12, 323.44, 252.0, 0.44, 0.51, 0.64, 319.82, 9.59, 51.94
14.839, 12, 325.03, 250.75, 0.40, 0.56, 0.66, 319.89, 9.66, 51.83
14.866, 0, 328.00, 0.0, 0.47, 0.49, 0.66, 320.08, 9.70, 51.74
14.897, 11, 13.75, 236.75, 0.39, 0.35, 0.65, 320.30, 9.35, 51.94
14.932, 10, 15.14, 238.75, 0.30, 0.50, 0.65, 320.28, 9.16, 51.98
14.966, 10, 16.36, 241.75, 0.42, 0.60, 0.66, 320.23, 9.43, 51.81
15.002, 10, 18.34, 245.25, 0.52, 0.50, 0.67, 320.22, 9.49, 51.85
15.033, 12, 19.41, 247.0, 0.36, 0.57, 0.66, 320.11, 9.03, 52.19
15.067, 11, 22.22, 254.25, 0.52, 0.40, 0.64, 319.95, 8.82, 52.42
15.099, 10, 22.14, 255.75, 0.35, 0.49, 0.66, 319.90, 8.66, 52.60
15.127, 9, 23.88, 265.0, 0.47, 0.47, 0.65, 319.94, 8.43, 52.69
15.162, 15, 71.88, 1015.0, 0.45, 0.47, 0.65, 319.91, 8.54, 52.53
15.199, 15, 73.45, 1010.25, 0.38, 0.51, 0.66, 319.83, 8.79, 52.37
15.232, 15, 74.86, 1007.25, 0.42, 0.54, 0.67, 319.83, 8.80, 52.36
15.259, 15, 76.48, 1002.0, 0.37, 0.52, 0.66, 319.82, 8.57, 52.52
15.289, 15, 77.88, 1000.5, 0.45, 0.49, 0.66, 319.64, 8.43, 52.63
15.324, 15, 79.47, 997.75, 0.52, 0.53, 0.67, 319.51, 8.34, 52.62
15.352, 15, 80.97, 997.75, 0.49, 0.51, 0.65, 319.47, 8.27, 52.61
15.384, 15, 82.48, 997.25, 0.47, 0.53, 0.65, 319.36, 8.11, 52.71
15.411, 15, 114.80, 622.5, 0.47, 0.50, 0.66, 319.28, 7.97, 52.74
15.445, 0, 121.97, 0.0, 0.46, 0.48, 0.64, 319.32, 7.76, 52.84
15.477, 0, 123.45, 0.0, 0.44, 0.48, 0.64, 319.48, 7.60, 52.97
15.514, 11, 119.50, 552.0, 0.45, 0.54, 0.64, 319.56, 7.80, 52.91
15.546, 15, 121.22, 527.25, 0.58, 0.48, 0.64, 319.53, 7.97, 52.88
15.574, 15, 122.77, 510.25, 0.46, 0.52, 0.65, 319.55, 7.94, 53.03
15.606, 15, 124.25, 494.75, 0.50, 0.51, 0.66, 319.66, 7.75, 53.31
15.637, 15, 125.97, 479.0, 0.37, 0.57, 0.64, 319.57, 7.53, 53.59
15.668, 15, 155.53, 344.5, 0.38, 0.47, 0.66, 319.45, 7.46, 53.69
15.699, 15, 157.20, 341.25, 0.58, 0.51, 0.67, 319.44, 7.46, 53.64
15.727, 15, 159.03, 338.75, 0.45, 0.39, 0.65, 319.46, 7.31, 53.65
15.760, 15, 160.23, 336.0, 0.39, 0.49, 0.64, 319.34, 7.17, 53.73
15.788, 15, 161.45, 334.75, 0.42, 0.51, 0.66, 319.24, 7.25, 53.57
15.818, 15, 163.52, 332.25, 0.44, 0.49, 0.65, 319.25, 7.45, 53.41
15.855, 15, 164.66, 331.75, 0.43, 0.56, 0.64, 319.29, 7.64, 53.31
15.888, 15, 166.36, 330.25, 0.39, 0.50, 0.68, 319.27, 7.66, 53.29
15.922, 15, 167.56, 329.25, 0.54, 0.53, 0.66, 319.35, 7.57, 53.25
15.955, 15, 285.44, 907.0, 0.50, 0.51, 0.65, 319.37, 7.53, 53.24
15.981, 15, 286.98, 853.25, 0.40, 0.55, 0.65, 319.27, 7.49, 53.31
16.014, 15, 288.64, 805.25, 0.53, 0.50, 0.66, 319.23, 7.58, 53.29
16.040, 15, 290.23, 762.5, 0.44, 0.49, 0.66, 319.24, 7.69, 53.31
16.066, 15, 291.72, 728.75, 0.45, 0.47, 0.66, 319.34, 7.56, 53.45
16.102, 15, 293.45, 697.25, 0.47, 0.50, 0.66, 319.43, 7.28, 53.57
16.129, 15, 295.00, 665.75, 0.41, 0.52, 0.65, 319.41, 6.99, 53.68
16.155, 15, 296.53, 635.5, 0.36, 0.55, 0.65, 319.32, 7.06, 53.64
16.185, 15, 298.25, 613.75, 0.43, 0.52, 0.66, 319.28, 7.32, 53.53
16.211, 15, 357.78, 362.0, 0.37, 0.48, 0.66, 319.30, 7.31, 53.57
16.239, 8, 1.31, 235.5, 0.37, 0.52, 0.63, 319.16, 7.08, 53.80
16.271, 8, 3.36, 230.0, 0.41, 0.47, 0.65, 318.96, 6.89, 54.00
16.305, 9, 5.64, 226.0, 0.54, 0.57, 0.65, 318.95, 6.59, 54.11
16.335, 11, 6.12, 225.25, 0.44, 0.47, 0.67, 319.01, 6.31, 54.28
16.364, 11, 7.05, 227.25, 0.40, 0.63, 0.67, 319.09, 6.29, 54.26
16.390, 12, 9.23, 227.0, 0.44, 0.59, 0.66, 319.20, 6.38, 54.07
16.416, 10, 10.02, 228.25, 0.47, 0.49, 0.65, 319.22, 6.44, 53.92
16.442, 13, 11.69, 230.5, 0.37, 0.55, 0.65, 319.17, 6.40, 53.98
16.469, 15, 44.59, 586.75, 0.44, 0.53, 0.68, 319.16, 6.05, 54.16
16.505, 15, 45.92, 605.5, 0.42, 0.56, 0.65, 319.12, 5.75, 54.34
16.535, 15, 47.34, 628.5, 0.51, 0.42, 0.63, 318.94, 5.55, 54.65
16.563, 15, 48.72, 651.75, 0.42, 0.43, 0.66, 318.80, 5.25, 55.07
16.596, 15, 50.06, 680.5, 0.41, 0.49, 0.64, 318.71, 5.14, 55.18
16.629, 15, 51.66, 708.75, 0.32, 0.41, 0.65, 318.55, 5.12, 55.23
16.655, 15, 53.03, 741.5, 0.54, 0.51, 0.65, 318.43, 5.27, 55.12
16.680, 15, 54.34, 775.0, 0.47, 0.44, 0.66, 318.46, 5.45, 55.04
16.706, 15, 55.83, 813.0, 0.59, 0.49, 0.67, 318.52, 5.31, 55.21
16.732, 15, 113.38, 654.75, 0.63, 0.51, 0.66, 318.60, 4.94, 55.47
16.761, 15, 114.94, 626.25, 0.33, 0.49, 0.65, 318.59, 4.69, 55.67
16.787, 15, 116.61, 599.75, 0.46, 0.47, 0.65, 318.57, 4.65, 55.74
16.817, 15, 118.23, 576.5, 0.44, 0.52, 0.66, 318.61, 4.72, 55.76
16.851, 15, 119.80, 556.75, 0.50, 0.44, 0.65, 318.54, 4.72, 55.79
16.877, 15, 121.28, 538.75, 0.30, 0.47, 0.67, 318.46, 4.69, 55.86
16.904, 15, 122.97, 516.75, 0.59, 0.53, 0.66, 318.56, 4.87, 55.72
16.938, 15, 124.36, 503.75, 0.42, 0.48, 0.65, 318.57, 4.80, 55.87
16.975, 15, 126.00, 489.0, 0.43, 0.50, 0.67, 318.52, 4.60, 56.05
17.006, 15, 193.56, 361.75, 0.44, 0.52, 0.66, 318.56, 4.80, 55.81
17.043, 15, 195.27, 365.0, 0.36, 0.49, 0.64, 318.40, 4.80, 55.86
17.074, 15, 196.83, 368.75, 0.51, 0.55, 0.68, 318.32, 4.69, 55.95
17.108, 15, 198.30, 373.0, 0.48, 0.50, 0.65, 318.23, 4.61, 55.94
17.136, 15, 199.34, 378.0, 0.53, 0.56, 0.66, 318.16, 4.72, 55.84
17.170, 15, 200.75, 382.75, 0.54, 0.56, 0.66, 318.18, 4.87, 55.76
17.197, 15, 202.42, 388.75, 0.42, 0.52, 0.67, 318.09, 4.73, 55.95
17.226, 0, 208.08, 0.0, 0.43, 0.55, 0.65, 317.96, 4.61, 56.14
17.253, 13, 207.28, 270.0, 0.47, 0.46, 0.66, 317.95, 4.69, 56.16
17.280, 8, 309.14, 303.75, 0.34, 0.51, 0.65, 318.03, 4.88, 56.17
17.314, 8, 311.50, 292.25, 0.51, 0.52, 0.65, 317.94, 4.92, 56.16
17.348, 0, 315.31, 0.0, 0.41, 0.49, 0.64, 317.78, 4.76, 56.29
17.383, 7, 314.22, 281.0, 0.43, 0.54, 0.64, 317.71, 4.62, 56.43
17.417, 7, 315.58, 265.25, 0.45, 0.48, 0.65, 317.68, 4.53, 56.51
17.451, 9, 317.06, 264.25, 0.56, 0.57, 0.65, 317.65, 4.72, 56.35
17.486, 11, 320.06, 261.75, 0.39, 0.45, 0.65, 317.59, 4.69, 56.35
17.515, 11, 320.69, 260.0, 0.25, 0.47, 0.64, 317.49, 4.14, 56.72
17.546, 15, 8.50, 379.75, 0.50, 0.61, 0.64, 317.50, 3.99, 56.75
17.574, 15, 9.75, 384.25, 0.56, 0.50, 0.66, 317.54, 4.28, 56.45
17.604, 15, 11.19, 385.0, 0.31, 0.62, 0.67, 317.63, 4.46, 56.22
17.639, 15, 12.77, 389.5, 0.68, 0.66, 0.66, 317.73, 4.83, 55.94
17.673, 15, 14.33, 393.25, 0.40, 0.55, 0.67, 317.59, 4.55, 56.22
17.707, 15, 15.50, 399.25, 0.44, 0.54, 0.62, 317.41, 3.95, 56.54
17.742, 15, 16.92, 402.75, 0.46, 0.57, 0.63, 317.22, 3.84, 56.57
17.769, 15, 18.70, 408.5, 0.47, 0.54, 0.66, 317.24, 4.09, 56.40
17.800, 10, 52.02, 538.25, 0.32, 0.55, 0.63, 317.28, 3.99, 56.47
17.835, 11, 53.58, 545.25, 0.42, 0.60, 0.64, 317.17, 3.78, 56.57
17.870, 12, 54.91, 557.25, 0.68, 0.56, 0.66, 317.33, 3.87, 56.58
17.902, 11, 56.47, 564.5, 0.40, 0.53, 0.66, 317.41, 3.70, 56.88
17.930, 12, 58.00, 581.75, 0.40, 0.57, 0.66, 317.28, 3.37, 57.06
17.963, 14, 59.42, 593.5, 0.58, 0.51, 0.65, 317.09, 3.41, 56.97
17.997, 15, 60.78, 622.5, 0.45, 0.50, 0.66, 317.01, 3.35, 57.03
18.032, 15, 62.11, 662.75, 0.61, 0.51, 0.64, 316.92, 3.05, 57.22
18.065, 15, 114.27, 614.5, 0.32, 0.51, 0.64, 316.61, 2.75, 57.38
18.098, 15, 116.05, 587.5, 0.52, 0.56, 0.63, 316.36, 2.63, 57.41
18.124, 15, 117.58, 566.0, 0.75, 0.55, 0.65, 316.30, 2.66, 57.37
18.151, 15, 119.12, 546.0, 0.55, 0.51, 0.65, 316.50, 2.81, 57.29
18.183, 15, 120.66, 526.5, 0.49, 0.58, 0.65, 316.62, 2.77, 57.36
18.211, 13, 123.12, 399.25, 0.64, 0.51, 0.66, 316.71, 2.66, 57.51
18.238, 15, 123.94, 492.5, 0.47, 0.48, 0.67, 316.83, 2.48, 57.67
18.264, 15, 125.47, 479.75, 0.39, 0.51, 0.65, 316.77, 2.16, 57.86
18.292, 15, 126.86, 467.5, 0.55, 0.57, 0.66, 316.64, 2.03, 57.89
18.322, 15, 173.78, 327.0, 0.62, 0.52, 0.66, 316.59, 2.16, 57.84
18.356, 15, 175.59, 327.5, 0.46, 0.46, 0.64, 316.53, 1.90, 58.18
18.391, 15, 176.56, 328.25, 0.41, 0.55, 0.65, 316.42, 1.58, 58.46
18.425, 15, 178.09, 328.75, 0.39, 0.33, 0.64, 316.26, 1.29, 58.61
18.459, 15, 179.50, 330.0, 0.51, 0.49, 0.65, 316.11, 1.10, 58.67
18.494, 15, 181.47, 331.0, 0.60, 0.51, 0.65, 316.17, 1.07, 58.66
18.520, 15, 182.97, 332.5, 0.46, 0.47, 0.66, 316.18, 0.84, 58.87
18.555, 15, 184.48, 334.0, 0.60, 0.48, 0.65, 316.11, 0.65, 59.00
18.586, 0, 243.44, 0.0, 0.54, 0.49, 0.66, 316.02, 0.48, 59.12
18.615, 0, 244.94, 0.0, 0.64, 0.54, 0.64, 316.06, 0.45, 59.15
18.646, 0, 246.44, 0.0, 0.38, 0.49, 0.64, 315.98, 0.28, 59.35
18.680, 0, 247.94, 0.0, 0.58, 0.52, 0.66, 315.94, 0.60, 59.08
18.716, 0, 249.44, 0.0, 0.46, 0.57, 0.63, 315.96, 0.76, 58.94
18.743, 0, 250.94, 0.0, 0.49, 0.48, 0.65, 315.91, 0.58, 59.13
18.773, 0, 252.44, 0.0, 0.54, 0.50, 0.65, 315.87, 0.37, 59.38
18.799, 0, 253.94, 0.0, 0.51, 0.45, 0.65, 315.80, 0.08, 59.65
18.835, 11, 248.48, 1340.75, 0.51, 0.31, 0.65, 315.83, 359.95, 59.69
18.869, 12, 359.69, 0.0, 0.35, 0.52, 0.65, 315.92, 359.93, 59.65
18.898, 9, 1.17, 0.0, 0.42, 0.38, 0.62, 315.83, 359.72, 59.75
18.929, 12, 358.42, 374.0, 0.44, 0.52, 0.65, 315.71, 359.51, 59.92
18.956, 12, 0.12, 373.0, 0.66, 0.51, 0.64, 315.84, 359.39, 60.05
18.987, 11, 1.64, 376.0, 0.59, 0.56, 0.65, 316.08, 359.45, 60.05
19.014, 0, 6.98, 0.0, 0.54, 0.31, 0.67, 316.18, 359.66, 59.95
19.048, 10, 4.27, 377.5, 0.48, 0.48, 0.66, 316.03, 359.53, 60.05
19.082, 9, 5.84, 381.75, 0.58, 0.58, 0.64, 315.85, 359.36, 60.17
19.117, 10, 7.52, 384.25, 0.57, 0.48, 0.64, 315.68, 359.18, 60.39
19.144, 15, 117.53, 571.5, 0.61, 0.58, 0.66, 315.58, 359.11, 60.55
19.178, 15, 119.17, 549.75, 0.61, 0.48, 0.67, 315.56, 359.16, 60.55
19.209, 15, 120.86, 530.75, 0.47, 0.48, 0.64, 315.48, 358.94, 60.76
19.236, 15, 123.41, 395.75, 0.52, 0.52, 0.65, 315.30, 358.43, 61.18
19.269, 0, 129.08, 0.0, 0.50, 0.46, 0.64, 315.26, 358.07, 61.42
19.304, 15, 130.58, 0.0, 0.45, 0.50, 0.63, 315.37, 357.89, 61.55
19.337, 15, 127.11, 469.25, 0.42, 0.56, 0.64, 315.52, 358.12, 61.39
19.363, 15, 128.88, 457.25, 0.63, 0.58, 0.68, 315.64, 358.37, 61.27
19.400, 15, 130.22, 445.0, 0.38, 0.38, 0.66, 315.71, 358.04, 61.67
19.431, 0, 248.45, 0.0, 0.52, 0.41, 0.65, 315.68, 357.56, 62.03
19.457, 0, 249.95, 0.0, 0.51, 0.41, 0.65, 315.69, 357.28, 62.13
19.495, 0, 251.45, 0.0, 0.53, 0.43, 0.64, 315.74, 357.47, 61.90
19.525, 0, 252.95, 0.0, 0.41, 0.53, 0.65, 315.81, 357.84, 61.62
19.552, 0, 254.45, 0.0, 0.58, 0.46, 0.66, 315.90, 358.09, 61.45
19.587, 10, 249.05, 1348.75, 0.50, 0.49, 0.66, 315.92, 357.91, 61.59
19.617, 13, 250.55, 1324.75, 0.63, 0.59, 0.68, 315.85, 357.82, 61.63
19.647, 15, 251.95, 1327.0, 0.58, 0.44, 0.65, 315.80, 357.86, 61.61
19.677, 15, 253.48, 1315.5, 0.45, 0.48, 0.68, 315.77, 357.85, 61.69
19.704, 8, 355.98, 361.5, 0.30, 0.46, 0.66, 315.82, 357.69, 61.75
19.732, 0, 1.09, 0.0, 0.25, 0.51, 0.59, 315.63, 357.39, 61.91
19.759, 0, 2.58, 0.0, 0.53, 0.49, 0.65, 315.40, 357.17, 62.06
19.790, 8, 0.41, 370.0, 0.57, 0.49, 0.65, 315.57, 357.09, 62.02
19.818, 0, 5.58, 0.0, 0.48, 0.48, 0.63, 315.69, 357.11, 62.03
19.843, 0, 7.06, 0.0, 0.36, 0.45, 0.64, 315.64, 357.13, 62.12
19.869, 0, 8.55, 0.0, 0.46, 0.41, 0.64, 315.46, 356.80, 62.29
19.895, 0, 10.03, 0.0, 0.34, 0.50, 0.64, 315.39, 356.51, 62.43
19.923, 9, 7.41, 379.25, 0.56, 0.54, 0.63, 315.53, 356.55, 62.24
19.955, 0, 13.02, 0.0, 0.43, 0.51, 0.64, 315.72, 356.75, 62.12
19.988, 15, 101.80, 1035.75, 0.52, 0.44, 0.67, 315.70, 356.60, 62.25
